,realtime_start,date,value
445,1999-10-28 00:00:00,1958-04-01 00:00:00,
446,2000-04-27 00:00:00,1958-04-01 00:00:00,458.9
447,2003-12-10 00:00:00,1958-04-01 00:00:00,458.1
448,2009-07-31 00:00:00,1958-04-01 00:00:00,458.0
449,2013-07-31 00:00:00,1958-04-01 00:00:00,472.8
450,2017-10-27 00:00:00,1958-04-01 00:00:00,472.786
451,2018-07-27 00:00:00,1958-04-01 00:00:00,471.978
452,1992-12-22 00:00:00,1958-07-01 00:00:00,459.1
453,1996-01-19 00:00:00,1958-07-01 00:00:00,
454,1997-05-07 00:00:00,1958-07-01 00:00:00,471.8
455,1999-10-28 00:00:00,1958-07-01 00:00:00,
456,2000-04-27 00:00:00,1958-07-01 00:00:00,472.4
457,2003-12-10 00:00:00,1958-07-01 00:00:00,471.7
458,2013-07-31 00:00:00,1958-07-01 00:00:00,486.7
459,2017-10-27 00:00:00,1958-07-01 00:00:00,486.653
460,2018-07-27 00:00:00,1958-07-01 00:00:00,485.841
461,1992-12-22 00:00:00,1958-10-01 00:00:00,472.3
462,1996-01-19 00:00:00,1958-10-01 00:00:00,
463,1997-05-07 00:00:00,1958-10-01 00:00:00,485.2
464,1999-10-28 00:00:00,1958-10-01 00:00:00,
465,2000-04-27 00:00:00,1958-10-01 00:00:00,485.8
466,2003-12-10 00:00:00,1958-10-01 00:00:00,485.0
467,2013-07-31 00:00:00,1958-10-01 00:00:00,500.4
468,2017-10-27 00:00:00,1958-10-01 00:00:00,500.38
469,2018-07-27 00:00:00,1958-10-01 00:00:00,499.555
470,1991-12-04 00:00:00,1959-01-01 00:00:00,483.5
471,1996-01-19 00:00:00,1959-01-01 00:00:00,496.3
472,1999-10-28 00:00:00,1959-01-01 00:00:00,
473,1999-10-29 00:00:00,1959-01-01 00:00:00,496.1
474,2003-12-10 00:00:00,1959-01-01 00:00:00,495.4
475,2009-07-31 00:00:00,1959-01-01 00:00:00,495.5
476,2013-07-31 00:00:00,1959-01-01 00:00:00,511.1
477,2017-10-27 00:00:00,1959-01-01 00:00:00,511.063
478,2018-07-27 00:00:00,1959-01-01 00:00:00,510.33
479,1991-12-04 00:00:00,1959-04-01 00:00:00,496.2
480,1996-01-19 00:00:00,1959-04-01 00:00:00,509.3
481,1999-10-28 00:00:00,1959-04-01 00:00:00,
482,1999-10-29 00:00:00,1959-04-01 00:00:00,509.2
483,2003-12-10 00:00:00,1959-04-01 00:00:00,508.4
484,2009-07-31 00:00:00,1959-04-01 00:00:00,508.5
485,2013-07-31 00:00:00,1959-04-01 00:00:00,524.2
486,2017-10-27 00:00:00,1959-04-01 00:00:00,524.241
487,2018-07-27 00:00:00,1959-04-01 00:00:00,522.653
488,1991-12-04 00:00:00,1959-07-01 00:00:00,496.4
489,1996-01-19 00:00:00,1959-07-01 00:00:00,509.6
490,1999-10-28 00:00:00,1959-07-01 00:00:00,
491,1999-10-29 00:00:00,1959-07-01 00:00:00,510.2
492,2003-12-10 00:00:00,1959-07-01 00:00:00,509.3
493,2013-07-31 00:00:00,1959-07-01 00:00:00,525.2
494,2017-10-27 00:00:00,1959-07-01 00:00:00,525.196
495,2018-07-27 00:00:00,1959-07-01 00:00:00,525.034
496,1991-12-04 00:00:00,1959-10-01 00:00:00,500.5
497,1996-01-19 00:00:00,1959-10-01 00:00:00,513.8
498,1999-10-28 00:00:00,1959-10-01 00:00:00,
499,1999-10-29 00:00:00,1959-10-01 00:00:00,514.2
500,2003-12-10 00:00:00,1959-10-01 00:00:00,513.2
501,2013-07-31 00:00:00,1959-10-01 00:00:00,529.3
502,2017-10-27 00:00:00,1959-10-01 00:00:00,529.322
503,2018-07-27 00:00:00,1959-10-01 00:00:00,528.6
504,1991-12-04 00:00:00,1960-01-01 00:00:00,514.0
505,1996-01-19 00:00:00,1960-01-01 00:00:00,527.3
506,1999-10-28 00:00:00,1960-01-01 00:00:00,
507,1999-10-29 00:00:00,1960-01-01 00:00:00,527.9
508,2003-12-10 00:00:00,1960-01-01 00:00:00,526.9
509,2009-07-31 00:00:00,1960-01-01 00:00:00,527.0
510,2013-07-31 00:00:00,1960-01-01 00:00:00,543.3
511,2017-10-27 00:00:00,1960-01-01 00:00:00,543.347
512,2018-07-27 00:00:00,1960-01-01 00:00:00,542.648
513,1991-12-04 00:00:00,1960-04-01 00:00:00,512.9
514,1996-01-19 00:00:00,1960-04-01 00:00:00,526.1
515,1999-10-28 00:00:00,1960-04-01 00:00:00,
516,1999-10-29 00:00:00,1960-04-01 00:00:00,527.1
517,2003-12-10 00:00:00,1960-04-01 00:00:00,526.1
518,2009-07-31 00:00:00,1960-04-01 00:00:00,526.2
519,2013-07-31 00:00:00,1960-04-01 00:00:00,542.7
520,2017-10-27 00:00:00,1960-04-01 00:00:00,542.697
521,2018-07-27 00:00:00,1960-04-01 00:00:00,541.08
522,1991-12-04 00:00:00,1960-07-01 00:00:00,515.8
523,1996-01-19 00:00:00,1960-07-01 00:00:00,529.0
524,1999-10-28 00:00:00,1960-07-01 00:00:00,
525,1999-10-29 00:00:00,1960-07-01 00:00:00,529.9
526,2003-12-10 00:00:00,1960-07-01 00:00:00,528.9
527,2009-07-31 00:00:00,1960-07-01 00:00:00,529.0
528,2013-07-31 00:00:00,1960-07-01 00:00:00,546.0
529,2017-10-27 00:00:00,1960-07-01 00:00:00,546.012
530,2018-07-27 00:00:00,1960-07-01 00:00:00,545.604
531,1991-12-04 00:00:00,1960-10-01 00:00:00,510.8
532,1996-01-19 00:00:00,1960-10-01 00:00:00,523.9
533,1999-10-28 00:00:00,1960-10-01 00:00:00,
534,1999-10-29 00:00:00,1960-10-01 00:00:00,524.6
535,2003-12-10 00:00:00,1960-10-01 00:00:00,523.6
536,2009-07-31 00:00:00,1960-10-01 00:00:00,523.7
537,2013-07-31 00:00:00,1960-10-01 00:00:00,541.1
538,2017-10-27 00:00:00,1960-10-01 00:00:00,541.063
539,2018-07-27 00:00:00,1960-10-01 00:00:00,540.197
540,1991-12-04 00:00:00,1961-01-01 00:00:00,515.1
541,1996-01-19 00:00:00,1961-01-01 00:00:00,528.1
542,1999-10-28 00:00:00,1961-01-01 00:00:00,
543,1999-10-29 00:00:00,1961-01-01 00:00:00,528.9
544,2003-12-10 00:00:00,1961-01-01 00:00:00,527.9
545,2009-07-31 00:00:00,1961-01-01 00:00:00,528.0
546,2013-07-31 00:00:00,1961-01-01 00:00:00,545.9
547,2017-10-27 00:00:00,1961-01-01 00:00:00,545.949
548,2018-07-27 00:00:00,1961-01-01 00:00:00,545.018
549,1991-12-04 00:00:00,1961-04-01 00:00:00,525.9
550,1996-01-19 00:00:00,1961-04-01 00:00:00,538.9
551,1999-10-28 00:00:00,1961-04-01 00:00:00,
552,1999-10-29 00:00:00,1961-04-01 00:00:00,539.9
553,2003-12-10 00:00:00,1961-04-01 00:00:00,539.0
554,2013-07-31 00:00:00,1961-04-01 00:00:00,557.4
555,2017-10-27 00:00:00,1961-04-01 00:00:00,557.43
556,2018-07-27 00:00:00,1961-04-01 00:00:00,555.545
557,1991-12-04 00:00:00,1961-07-01 00:00:00,536.6
558,1996-01-19 00:00:00,1961-07-01 00:00:00,549.6
559,1999-10-28 00:00:00,1961-07-01 00:00:00,
560,1999-10-29 00:00:00,1961-07-01 00:00:00,550.3
561,2003-12-10 00:00:00,1961-07-01 00:00:00,549.4
562,2009-07-31 00:00:00,1961-07-01 00:00:00,549.5
563,2013-07-31 00:00:00,1961-07-01 00:00:00,568.2
564,2017-10-27 00:00:00,1961-07-01 00:00:00,568.228
565,2018-07-27 00:00:00,1961-07-01 00:00:00,567.664
566,1991-12-04 00:00:00,1961-10-01 00:00:00,549.5
567,1996-01-19 00:00:00,1961-10-01 00:00:00,562.6
568,1999-10-28 00:00:00,1961-10-01 00:00:00,
569,1999-10-29 00:00:00,1961-10-01 00:00:00,563.4
570,2003-12-10 00:00:00,1961-10-01 00:00:00,562.5
571,2009-07-31 00:00:00,1961-10-01 00:00:00,562.6
572,2013-07-31 00:00:00,1961-10-01 00:00:00,581.6
573,2017-10-27 00:00:00,1961-10-01 00:00:00,581.624
574,2018-07-27 00:00:00,1961-10-01 00:00:00,580.612
575,1991-12-04 00:00:00,1962-01-01 00:00:00,561.9
576,1996-01-19 00:00:00,1962-01-01 00:00:00,575.3
577,1999-10-28 00:00:00,1962-01-01 00:00:00,
578,1999-10-29 00:00:00,1962-01-01 00:00:00,576.8
579,2003-12-10 00:00:00,1962-01-01 00:00:00,576.0
580,2009-07-31 00:00:00,1962-01-01 00:00:00,576.1
581,2013-07-31 00:00:00,1962-01-01 00:00:00,595.2
582,2017-10-27 00:00:00,1962-01-01 00:00:00,595.176
583,2018-07-27 00:00:00,1962-01-01 00:00:00,594.013
584,1991-12-04 00:00:00,1962-04-01 00:00:00,569.4
585,1996-01-19 00:00:00,1962-04-01 00:00:00,582.8
586,1999-10-28 00:00:00,1962-04-01 00:00:00,
587,1999-10-29 00:00:00,1962-04-01 00:00:00,583.9
588,2003-12-10 00:00:00,1962-04-01 00:00:00,583.2
589,2013-07-31 00:00:00,1962-04-01 00:00:00,602.6
590,2017-10-27 00:00:00,1962-04-01 00:00:00,602.58
591,2018-07-27 00:00:00,1962-04-01 00:00:00,600.366
592,1991-12-04 00:00:00,1962-07-01 00:00:00,576.2
593,1996-01-19 00:00:00,1962-07-01 00:00:00,589.9
594,1999-10-28 00:00:00,1962-07-01 00:00:00,
595,1999-10-29 00:00:00,1962-07-01 00:00:00,591.0
596,2003-12-10 00:00:00,1962-07-01 00:00:00,590.0
597,2013-07-31 00:00:00,1962-07-01 00:00:00,609.6
598,2017-10-27 00:00:00,1962-07-01 00:00:00,609.575
599,2018-07-27 00:00:00,1962-07-01 00:00:00,609.027
600,1991-12-04 00:00:00,1962-10-01 00:00:00,578.9
601,1996-01-19 00:00:00,1962-10-01 00:00:00,592.9
602,1999-10-28 00:00:00,1962-10-01 00:00:00,
603,1999-10-29 00:00:00,1962-10-01 00:00:00,594.4
604,2003-12-10 00:00:00,1962-10-01 00:00:00,593.3
605,2013-07-31 00:00:00,1962-10-01 00:00:00,613.1
606,2017-10-27 00:00:00,1962-10-01 00:00:00,613.132
607,2018-07-27 00:00:00,1962-10-01 00:00:00,612.28
608,1991-12-04 00:00:00,1963-01-01 00:00:00,588.1
609,1996-01-19 00:00:00,1963-01-01 00:00:00,602.2
610,1999-10-28 00:00:00,1963-01-01 00:00:00,
611,1999-10-29 00:00:00,1963-01-01 00:00:00,603.4
612,2003-12-10 00:00:00,1963-01-01 00:00:00,602.4
613,2009-07-31 00:00:00,1963-01-01 00:00:00,602.5
614,2013-07-31 00:00:00,1963-01-01 00:00:00,622.7
615,2017-10-27 00:00:00,1963-01-01 00:00:00,622.679
616,2018-07-27 00:00:00,1963-01-01 00:00:00,621.672
617,1991-12-04 00:00:00,1963-04-01 00:00:00,596.7
618,1996-01-19 00:00:00,1963-04-01 00:00:00,610.9
619,1999-10-28 00:00:00,1963-04-01 00:00:00,
620,1999-10-29 00:00:00,1963-04-01 00:00:00,612.1
621,2003-12-10 00:00:00,1963-04-01 00:00:00,611.2
622,2013-07-31 00:00:00,1963-04-01 00:00:00,631.8
623,2017-10-27 00:00:00,1963-04-01 00:00:00,631.835
624,2018-07-27 00:00:00,1963-04-01 00:00:00,629.752
625,1991-12-04 00:00:00,1963-07-01 00:00:00,609.4
626,1996-01-19 00:00:00,1963-07-01 00:00:00,623.7
627,1999-10-28 00:00:00,1963-07-01 00:00:00,
628,1999-10-29 00:00:00,1963-07-01 00:00:00,624.9
629,2003-12-10 00:00:00,1963-07-01 00:00:00,623.9
630,2013-07-31 00:00:00,1963-07-01 00:00:00,645.0
631,2017-10-27 00:00:00,1963-07-01 00:00:00,644.96
632,2018-07-27 00:00:00,1963-07-01 00:00:00,644.444
633,1991-12-04 00:00:00,1963-10-01 00:00:00,618.3
634,1996-01-19 00:00:00,1963-10-01 00:00:00,632.8
635,1999-10-28 00:00:00,1963-10-01 00:00:00,
636,1999-10-29 00:00:00,1963-10-01 00:00:00,634.3
637,2003-12-10 00:00:00,1963-10-01 00:00:00,633.5
638,2013-07-31 00:00:00,1963-10-01 00:00:00,654.8
639,2017-10-27 00:00:00,1963-10-01 00:00:00,654.84
640,2018-07-27 00:00:00,1963-10-01 00:00:00,653.938
641,1991-12-04 00:00:00,1964-01-01 00:00:00,634.8
642,1996-01-19 00:00:00,1964-01-01 00:00:00,649.4
643,1999-10-28 00:00:00,1964-01-01 00:00:00,
644,1999-10-29 00:00:00,1964-01-01 00:00:00,650.4
645,2003-12-10 00:00:00,1964-01-01 00:00:00,649.6
646,2013-07-31 00:00:00,1964-01-01 00:00:00,671.2
647,2014-07-30 00:00:00,1964-01-01 00:00:00,671.1
648,2017-10-27 00:00:00,1964-01-01 00:00:00,671.149
649,2018-07-27 00:00:00,1964-01-01 00:00:00,669.822
650,1991-12-04 00:00:00,1964-04-01 00:00:00,643.6
651,1996-01-19 00:00:00,1964-04-01 00:00:00,658.4
652,1999-10-28 00:00:00,1964-04-01 00:00:00,
653,1999-10-29 00:00:00,1964-04-01 00:00:00,659.6
654,2003-12-10 00:00:00,1964-04-01 00:00:00,658.8
655,2009-07-31 00:00:00,1964-04-01 00:00:00,658.9
656,2013-07-31 00:00:00,1964-04-01 00:00:00,680.8
657,2017-10-27 00:00:00,1964-04-01 00:00:00,680.757
658,2018-07-27 00:00:00,1964-04-01 00:00:00,678.674
659,1991-12-04 00:00:00,1964-07-01 00:00:00,654.1
660,1996-01-19 00:00:00,1964-07-01 00:00:00,669.2
661,1999-10-28 00:00:00,1964-07-01 00:00:00,
662,1999-10-29 00:00:00,1964-07-01 00:00:00,671.2
663,2003-12-10 00:00:00,1964-07-01 00:00:00,670.5
664,2013-07-31 00:00:00,1964-07-01 00:00:00,692.8
665,2017-10-27 00:00:00,1964-07-01 00:00:00,692.807
666,2018-07-27 00:00:00,1964-07-01 00:00:00,692.031
667,1991-12-04 00:00:00,1964-10-01 00:00:00,659.7
668,1996-01-19 00:00:00,1964-10-01 00:00:00,675.1
669,1999-10-28 00:00:00,1964-10-01 00:00:00,
670,1999-10-29 00:00:00,1964-10-01 00:00:00,676.3
671,2003-12-10 00:00:00,1964-10-01 00:00:00,675.6
672,2013-07-31 00:00:00,1964-10-01 00:00:00,698.4
673,2017-10-27 00:00:00,1964-10-01 00:00:00,698.424
674,2018-07-27 00:00:00,1964-10-01 00:00:00,697.319
675,1991-12-04 00:00:00,1965-01-01 00:00:00,679.8
676,1996-01-19 00:00:00,1965-01-01 00:00:00,695.6
677,1999-10-28 00:00:00,1965-01-01 00:00:00,
678,1999-10-29 00:00:00,1965-01-01 00:00:00,696.5
679,2003-12-10 00:00:00,1965-01-01 00:00:00,695.7
680,2013-07-31 00:00:00,1965-01-01 00:00:00,719.2
681,2017-10-27 00:00:00,1965-01-01 00:00:00,719.248
682,2018-07-27 00:00:00,1965-01-01 00:00:00,717.79
683,1991-12-04 00:00:00,1965-04-01 00:00:00,691.9
684,1996-01-19 00:00:00,1965-04-01 00:00:00,708.2
685,1999-10-28 00:00:00,1965-04-01 00:00:00,
686,1999-10-29 00:00:00,1965-04-01 00:00:00,709.0
687,2003-12-10 00:00:00,1965-04-01 00:00:00,708.1
688,2013-07-31 00:00:00,1965-04-01 00:00:00,732.4
689,2017-10-27 00:00:00,1965-04-01 00:00:00,732.369
690,2018-07-27 00:00:00,1965-04-01 00:00:00,730.191
691,1991-12-04 00:00:00,1965-07-01 00:00:00,708.3
692,1996-01-19 00:00:00,1965-07-01 00:00:00,725.0
693,1999-10-28 00:00:00,1965-07-01 00:00:00,
694,1999-10-29 00:00:00,1965-07-01 00:00:00,726.2
695,2003-12-10 00:00:00,1965-07-01 00:00:00,725.2
696,2013-07-31 00:00:00,1965-07-01 00:00:00,750.2
697,2017-10-27 00:00:00,1965-07-01 00:00:00,750.184
698,2018-07-27 00:00:00,1965-07-01 00:00:00,749.323
699,1991-12-04 00:00:00,1965-10-01 00:00:00,730.7
700,1996-01-19 00:00:00,1965-10-01 00:00:00,747.7
701,1999-10-28 00:00:00,1965-10-01 00:00:00,
702,1999-10-29 00:00:00,1965-10-01 00:00:00,748.7
703,2003-12-10 00:00:00,1965-10-01 00:00:00,747.5
704,2013-07-31 00:00:00,1965-10-01 00:00:00,773.1
705,2017-10-27 00:00:00,1965-10-01 00:00:00,773.104
706,2018-07-27 00:00:00,1965-10-01 00:00:00,771.857
707,1991-12-04 00:00:00,1966-01-01 00:00:00,753.1
708,1996-01-19 00:00:00,1966-01-01 00:00:00,770.5
709,1999-10-28 00:00:00,1966-01-01 00:00:00,
710,1999-10-29 00:00:00,1966-01-01 00:00:00,772.3
711,2003-12-10 00:00:00,1966-01-01 00:00:00,770.8
712,2013-07-31 00:00:00,1966-01-01 00:00:00,797.3
713,2017-10-27 00:00:00,1966-01-01 00:00:00,797.328
714,2018-07-27 00:00:00,1966-01-01 00:00:00,795.734
715,1991-12-04 00:00:00,1966-04-01 00:00:00,762.2
716,1996-01-19 00:00:00,1966-04-01 00:00:00,780.0
717,1999-10-28 00:00:00,1966-04-01 00:00:00,
718,1999-10-29 00:00:00,1966-04-01 00:00:00,781.5
719,2003-12-10 00:00:00,1966-04-01 00:00:00,779.9
720,2013-07-31 00:00:00,1966-04-01 00:00:00,807.2
721,2017-10-27 00:00:00,1966-04-01 00:00:00,807.153
722,2018-07-27 00:00:00,1966-04-01 00:00:00,804.981
723,1991-12-04 00:00:00,1966-07-01 00:00:00,775.3
724,1996-01-19 00:00:00,1966-07-01 00:00:00,793.6
725,1999-10-28 00:00:00,1966-07-01 00:00:00,
726,1999-10-29 00:00:00,1966-07-01 00:00:00,794.8
727,2003-12-10 00:00:00,1966-07-01 00:00:00,793.4
728,2009-07-31 00:00:00,1966-07-01 00:00:00,793.1
729,2013-07-31 00:00:00,1966-07-01 00:00:00,820.8
730,2017-10-27 00:00:00,1966-07-01 00:00:00,820.798
731,2018-07-27 00:00:00,1966-07-01 00:00:00,819.638
732,1991-12-04 00:00:00,1966-10-01 00:00:00,788.5
733,1996-01-19 00:00:00,1966-10-01 00:00:00,807.1
734,1999-10-28 00:00:00,1966-10-01 00:00:00,
735,1999-10-29 00:00:00,1966-10-01 00:00:00,808.6
736,2003-12-10 00:00:00,1966-10-01 00:00:00,807.1
737,2009-07-31 00:00:00,1966-10-01 00:00:00,806.9
738,2013-07-31 00:00:00,1966-10-01 00:00:00,834.9
739,2017-10-27 00:00:00,1966-10-01 00:00:00,834.864
740,2018-07-27 00:00:00,1966-10-01 00:00:00,833.302
741,1991-12-04 00:00:00,1967-01-01 00:00:00,797.7
742,1996-01-19 00:00:00,1967-01-01 00:00:00,816.9
743,1997-05-07 00:00:00,1967-01-01 00:00:00,817.5
744,1999-10-28 00:00:00,1967-01-01 00:00:00,
745,1999-10-29 00:00:00,1967-01-01 00:00:00,819.3
746,2003-12-10 00:00:00,1967-01-01 00:00:00,817.9
747,2009-07-31 00:00:00,1967-01-01 00:00:00,817.8
748,2013-07-31 00:00:00,1967-01-01 00:00:00,846.0
749,2017-10-27 00:00:00,1967-01-01 00:00:00,846.046
750,2018-07-27 00:00:00,1967-01-01 00:00:00,844.17
751,1991-12-04 00:00:00,1967-04-01 00:00:00,803.8
752,1996-01-19 00:00:00,1967-04-01 00:00:00,823.0
753,1997-05-07 00:00:00,1967-04-01 00:00:00,823.3
754,1999-10-28 00:00:00,1967-04-01 00:00:00,
755,1999-10-29 00:00:00,1967-04-01 00:00:00,823.9
756,2003-12-10 00:00:00,1967-04-01 00:00:00,822.5
757,2009-07-31 00:00:00,1967-04-01 00:00:00,822.3
758,2013-07-31 00:00:00,1967-04-01 00:00:00,851.1
759,2017-10-27 00:00:00,1967-04-01 00:00:00,851.058
760,2018-07-27 00:00:00,1967-04-01 00:00:00,848.983
761,1991-12-04 00:00:00,1967-07-01 00:00:00,820.5
762,1996-01-19 00:00:00,1967-07-01 00:00:00,838.9
763,1999-10-28 00:00:00,1967-07-01 00:00:00,
764,1999-10-29 00:00:00,1967-07-01 00:00:00,838.7
765,2003-12-10 00:00:00,1967-07-01 00:00:00,837.1
766,2009-07-31 00:00:00,1967-07-01 00:00:00,837.0
767,2013-07-31 00:00:00,1967-07-01 00:00:00,866.6
768,2017-10-27 00:00:00,1967-07-01 00:00:00,866.614
769,2018-07-27 00:00:00,1967-07-01 00:00:00,865.233
770,1991-12-04 00:00:00,1967-10-01 00:00:00,835.3
771,1996-01-19 00:00:00,1967-10-01 00:00:00,855.6
772,1997-05-07 00:00:00,1967-10-01 00:00:00,854.7
773,1999-10-28 00:00:00,1967-10-01 00:00:00,
774,1999-10-29 00:00:00,1967-10-01 00:00:00,854.4
775,2003-12-10 00:00:00,1967-10-01 00:00:00,852.8
776,2009-07-31 00:00:00,1967-10-01 00:00:00,852.7
777,2013-07-31 00:00:00,1967-10-01 00:00:00,883.2
778,2017-10-27 00:00:00,1967-10-01 00:00:00,883.201
779,2018-07-27 00:00:00,1967-10-01 00:00:00,881.439
780,1991-12-04 00:00:00,1968-01-01 00:00:00,859.6
781,1996-01-19 00:00:00,1968-01-01 00:00:00,880.6
782,1997-05-07 00:00:00,1968-01-01 00:00:00,880.5
783,1999-10-28 00:00:00,1968-01-01 00:00:00,
784,1999-10-29 00:00:00,1968-01-01 00:00:00,881.4
785,2003-12-10 00:00:00,1968-01-01 00:00:00,879.9
786,2009-07-31 00:00:00,1968-01-01 00:00:00,879.8
787,2013-07-31 00:00:00,1968-01-01 00:00:00,911.1
788,2017-10-27 00:00:00,1968-01-01 00:00:00,911.135
789,2018-07-27 00:00:00,1968-01-01 00:00:00,909.387
790,1991-12-04 00:00:00,1968-04-01 00:00:00,883.7
791,1996-01-19 00:00:00,1968-04-01 00:00:00,904.7
792,1997-05-07 00:00:00,1968-04-01 00:00:00,904.9
793,1999-10-28 00:00:00,1968-04-01 00:00:00,
794,1999-10-29 00:00:00,1968-04-01 00:00:00,905.7
795,2003-12-10 00:00:00,1968-04-01 00:00:00,904.2
796,2009-07-31 00:00:00,1968-04-01 00:00:00,904.1
797,2013-07-31 00:00:00,1968-04-01 00:00:00,936.3
798,2017-10-27 00:00:00,1968-04-01 00:00:00,936.297
799,2018-07-27 00:00:00,1968-04-01 00:00:00,934.344
800,1991-12-04 00:00:00,1968-07-01 00:00:00,900.3
801,1996-01-19 00:00:00,1968-07-01 00:00:00,919.7
802,1997-05-07 00:00:00,1968-07-01 00:00:00,920.1
803,1999-10-28 00:00:00,1968-07-01 00:00:00,
804,1999-10-29 00:00:00,1968-07-01 00:00:00,920.9
805,2003-12-10 00:00:00,1968-07-01 00:00:00,919.4
806,2009-07-31 00:00:00,1968-07-01 00:00:00,919.3
807,2013-07-31 00:00:00,1968-07-01 00:00:00,952.3
808,2017-10-27 00:00:00,1968-07-01 00:00:00,952.347
809,2018-07-27 00:00:00,1968-07-01 00:00:00,950.825
810,1991-12-04 00:00:00,1968-10-01 00:00:00,913.7
811,1996-01-19 00:00:00,1968-10-01 00:00:00,937.3
812,1997-05-07 00:00:00,1968-10-01 00:00:00,936.8
813,1999-10-28 00:00:00,1968-10-01 00:00:00,
814,1999-10-29 00:00:00,1968-10-01 00:00:00,937.8
815,2003-12-10 00:00:00,1968-10-01 00:00:00,936.3
816,2009-07-31 00:00:00,1968-10-01 00:00:00,936.2
817,2013-07-31 00:00:00,1968-10-01 00:00:00,970.1
818,2017-10-27 00:00:00,1968-10-01 00:00:00,970.129
819,2018-07-27 00:00:00,1968-10-01 00:00:00,968.03
820,1991-12-04 00:00:00,1969-01-01 00:00:00,937.3
821,1996-01-19 00:00:00,1969-01-01 00:00:00,959.9
822,1997-05-07 00:00:00,1969-01-01 00:00:00,960.0
823,1999-10-28 00:00:00,1969-01-01 00:00:00,
824,1999-10-29 00:00:00,1969-01-01 00:00:00,961.9
825,2003-12-10 00:00:00,1969-01-01 00:00:00,961.0
826,2009-07-31 00:00:00,1969-01-01 00:00:00,960.9
827,2013-07-31 00:00:00,1969-01-01 00:00:00,995.4
828,2017-10-27 00:00:00,1969-01-01 00:00:00,995.419
829,2018-07-27 00:00:00,1969-01-01 00:00:00,993.337
830,1991-12-04 00:00:00,1969-04-01 00:00:00,951.1
831,1996-01-19 00:00:00,1969-04-01 00:00:00,973.7
832,1997-05-07 00:00:00,1969-04-01 00:00:00,974.1
833,1999-10-28 00:00:00,1969-04-01 00:00:00,
834,1999-10-29 00:00:00,1969-04-01 00:00:00,977.0
835,2003-12-10 00:00:00,1969-04-01 00:00:00,976.3
836,2009-07-31 00:00:00,1969-04-01 00:00:00,976.1
837,2013-07-31 00:00:00,1969-04-01 00:00:00,1011.4
838,2017-10-27 00:00:00,1969-04-01 00:00:00,1011.361
839,2018-07-27 00:00:00,1969-04-01 00:00:00,1009.02
840,1991-12-04 00:00:00,1969-07-01 00:00:00,970.7
841,1996-01-19 00:00:00,1969-07-01 00:00:00,993.3
842,1997-05-07 00:00:00,1969-07-01 00:00:00,993.6
843,1999-10-28 00:00:00,1969-07-01 00:00:00,
844,1999-10-29 00:00:00,1969-07-01 00:00:00,997.2
845,2003-12-10 00:00:00,1969-07-01 00:00:00,996.5
846,2009-07-31 00:00:00,1969-07-01 00:00:00,996.3
847,2013-07-31 00:00:00,1969-07-01 00:00:00,1032.0
848,2017-10-27 00:00:00,1969-07-01 00:00:00,1032.016
849,2018-07-27 00:00:00,1969-07-01 00:00:00,1029.956
850,1991-12-04 00:00:00,1969-10-01 00:00:00,978.8
851,1996-01-19 00:00:00,1969-10-01 00:00:00,1002.0
852,1997-05-07 00:00:00,1969-10-01 00:00:00,1001.0
853,1999-10-28 00:00:00,1969-10-01 00:00:00,
854,1999-10-29 00:00:00,1969-10-01 00:00:00,1005.3
855,2003-12-10 00:00:00,1969-10-01 00:00:00,1004.6
856,2009-07-31 00:00:00,1969-10-01 00:00:00,1004.5
857,2013-07-31 00:00:00,1969-10-01 00:00:00,1040.7
858,2017-10-27 00:00:00,1969-10-01 00:00:00,1040.741
859,2018-07-27 00:00:00,1969-10-01 00:00:00,1038.147
860,1991-12-04 00:00:00,1970-01-01 00:00:00,989.5
861,1991-12-20 00:00:00,1970-01-01 00:00:00,989.7
862,1996-01-19 00:00:00,1970-01-01 00:00:00,1014.0
863,1997-05-07 00:00:00,1970-01-01 00:00:00,1013.9
864,1999-10-28 00:00:00,1970-01-01 00:00:00,
865,1999-10-29 00:00:00,1970-01-01 00:00:00,1018.2
866,2003-12-10 00:00:00,1970-01-01 00:00:00,1017.3
867,2009-07-31 00:00:00,1970-01-01 00:00:00,1017.1
868,2013-07-31 00:00:00,1970-01-01 00:00:00,1053.5
869,2017-10-27 00:00:00,1970-01-01 00:00:00,1053.528
870,2018-07-27 00:00:00,1970-01-01 00:00:00,1051.2
871,1991-12-04 00:00:00,1970-04-01 00:00:00,1003.4
872,1991-12-20 00:00:00,1970-04-01 00:00:00,1003.8
873,1996-01-19 00:00:00,1970-04-01 00:00:00,1029.0
874,1997-05-07 00:00:00,1970-04-01 00:00:00,1029.5
875,1999-10-28 00:00:00,1970-04-01 00:00:00,
876,1999-10-29 00:00:00,1970-04-01 00:00:00,1034.4
877,2003-12-10 00:00:00,1970-04-01 00:00:00,1033.2
878,2009-07-31 00:00:00,1970-04-01 00:00:00,1033.1
879,2013-07-31 00:00:00,1970-04-01 00:00:00,1070.1
880,2017-10-27 00:00:00,1970-04-01 00:00:00,1070.11
881,2018-07-27 00:00:00,1970-04-01 00:00:00,1067.375
882,1991-12-04 00:00:00,1970-07-01 00:00:00,1022.4
883,1991-12-20 00:00:00,1970-07-01 00:00:00,1022.8
884,1996-01-19 00:00:00,1970-07-01 00:00:00,1047.2
